uid,name,url,rating,rank,description,thumbnail
1865,Pastiche,https://boardgamegeek.com/boardgame/91620/pastiche,6.19014,1866,"A world of beautiful colors comes alive in Pastiche as players choose commission cards picturing 34 of the finest European art works of the past six centuries. Players score their commissions by mixing primary colors through clever tile placement and recreating the palette of colors used by the masters who created these works. Explore the paintings, palettes, and pasts of the artists in this unique and challenging game for the whole family.
While placing hexagonal pieces to gain palette (color) cards, players become familiar with the different color combinations that produce the many hues of an artist’s palette, all listed on the Player Reference Card. Players also learn to recognize many great artists and their works as they complete commissions.
An ""International Edition"" of Pastiche was released in late 2011.
",https://cf.geekdo-images.com/j6fLzqAQTN4yoWE7R1emHA__previewthumb/img/APB_3Wc35k815thBWsCSOoh9Lko=/fit-in/300x320/filters:strip_icc()/pic1067034.jpg
1866,Alea Iacta Est,https://boardgamegeek.com/boardgame/40760/alea-iacta-est,6.1899,1867,"Alea Iacta Est is Latin for ""The Die is Cast"".
Players take on the role of Caesar and compete for the most prestige points.  This happens by clever placement of his/her eight dice, which are placed on five different buildings.
At the Castrum (barracks), new provinces can  be conquered,  while patricians can be recruited at the Forum Romanum to be sent to those provinces.  At the Senatus, cards can be won for bonuses that will be kept secret until the end of the game.  The Templum awards prestige points directly from the Goddess Fortuna.  Each die that does not win any of these ends the round at the Latrina, where it provides its owner with a “repete!” chip, which can be used to re-roll dice or can be traded in two-to-one for prestige points at the end of the game.  Each building has special rules as to how the dice can be placed, allowing many tactical possibilities with any roll of the dice.
Each round ends when one player has placed his/her last die, and after 5 rounds (6 rounds with 2-3 players), the patricians are organized in their provinces, the senate cards are revealed, and the scores are totaled.  The player with the most prestige points wins!
",https://cf.geekdo-images.com/smrPassEeydTEwglmv6QHg__previewthumb/img/tYiolVLklgnbfA--KgF1zF-Oe2Q=/fit-in/300x320/filters:strip_icc()/pic1218804.jpg
1867,Spades,https://boardgamegeek.com/boardgame/592/spades,6.18975,1868,"This trick-taking game is a standard deck playing card game and takes on many different group-specific rules.  Generally speaking, each player is given thirteen cards and a partner who sits across the table.  Each player bids the number of tricks he'll take, and then the partners collectively attempt to take at least as many as they bid.  The tricks are fairly standard with following suit if you can, and spades as the trump suit.  If you make your bid you earn ten times the number of tricks you bid, otherwise you lose that many points.  Plus there is usually a nil bid, which means you personally won't take any tricks but your partner still plays as normal.
Call Break is a popular variation of Spades among card game players in South Asian countries. To win, players must score the maximum points in 5 rounds. Points equal the number of tricks bid in each hand. The player who wins that hand gains point, the loser loses the same amount of points.
",https://cf.geekdo-images.com/hP26HZHWGKFmbmmPktaXWQ__previewthumb/img/XE7mhGy-msqTqP6t4MYGgw4hfSI=/fit-in/300x320/filters:strip_icc()/pic1977642.jpg
1868,Dominations: Road to Civilization,https://boardgamegeek.com/boardgame/250881/dominations-road-civilization,6.18967,1869,"Dominations: Road to Civilization is a 2–4 player game by Olivier Melison and Eric Dubus. In this domino-based civilization building game, players take on the role of a primitive tribe, which they will seek to grow into a nation whose influence will echo through the ages...
Place your triangular dominos carefully to expand your population and obtain the knowledge that will determine how your society is shaped over time. You can use this knowledge to build cities and master skills, thus creating the legacy for which your civilization will be remembered. Each time you master a skill, it becomes one of the pillars of your society, opening doors to new possibilities and increasing your power. The player with the most points at the end of the game wins!
—description from the publisher
",https://cf.geekdo-images.com/XooguWun3w0c2jCbgm6Vow__previewthumb/img/Joa2tGbiH1FetgBqBwJJCTvZz4A=/fit-in/300x320/filters:strip_icc()/pic5283214.jpg
1869,Drum Roll,https://boardgamegeek.com/boardgame/86246/drum-roll,6.18943,1870,"In Drum Roll each player takes over the role of a circus owner in the early 1900s. Each player moves around Europe hiring performers and giving shows.
There are five main categories of performers: the Tamers, the Acrobats, the Bizarre, the Magicians, and the Jugglers. Each of them have different demands the player must fulfill in order to give their best performance.
The requirements, which vary between performers, are Rehearsal, Equipment, Supplies, Costumes, and Promotion. There are three levels of performances that each performer can end up doing in a show: a poor one, a good one, and an outstanding one. The higher the level of performance, the more requirements each performer will have to fulfill in order to achieve it.
The better the performance, the more each player can get out of it. When performers do outstanding performances, the player must choose between getting the maximum amount of benefit out of them, or getting the Prestige Points they are offering. There are also other ways to improve a circus such as trailers, investments, and personnel that will help your performers do their best.
",https://cf.geekdo-images.com/eqE8QDBDSZn-yOFuGbLNUA__previewthumb/img/OKX1Vvos899qBKPwt5q6Fv_oFJo=/fit-in/300x320/filters:strip_icc()/pic979376.jpg
1870,We the People,https://boardgamegeek.com/boardgame/620/we-people,6.18832,1871,"This game was the first in what has become a very popular trend for wargaming.  The typically hex-based maps were simplified into an abstract system of connected spaces, which are used for army movement and to keep track of who controls the provinces politically.  The armies themselves are greatly simplified, but the general in charge of the army gains much importance through his ratings for combat effectiveness and overall strategic effectiveness.  Typically, dice are used to resolve conflicts between troops, however a deck of battle cards are used instead, which captures the feel of conflict much better and gives approximately the same results seemingly without the bitterness that accompanies skewed die rolls.  And lastly, the overall ebb and flow of the game is determined through the play of strategy cards, which ostensibly mark certain historical events during the Revolutionary War, but each card has multiple purposes depending on which side is attempting to use it.
A complete game of WE THE PEOPLE includes:
One 16"" x 22"" Map
50 Round Playing Pieces
14 Rectangular Playing Pieces
66 Hexagonal Playing Pieces
2 Square Playing Pieces
One 8 1/2"" x 11"" Player Reference Card
One Rules Booklet
One Historical Commentary Booklet
96 Strategy Cards
64 Battle Cards
13 Plastic General Stands
One 6-sided Die
",https://cf.geekdo-images.com/59LunitQtWv2MyY8FZsbuQ__previewthumb/img/WE1jVL1eP66qq974Di887BFG0rs=/fit-in/300x320/filters:strip_icc()/pic289191.jpg
1871,Thunderstone Advance: Worlds Collide,https://boardgamegeek.com/boardgame/152765/thunderstone-advance-worlds-collide,6.18814,1872,"Flung through the planes of existence by rites of banishing, a few beleaguered heroes, old friends, find themselves on the very edge of Doom's original world...
Thunderstone Advance: Worlds Collide tells the story of a battle for survival in a world of ancient evil and darkness. This set showcases 550 cards from the first six Thunderstone releases, including previously hard-to-find promos, all updated and fully compatible with Thunderstone Advance, along with many fan favorites from this deck-builder's history.
Integrates with:

Thunderstone Advance: Towers of Ruin

",https://cf.geekdo-images.com/OViI7l8j2auXioPpU5wfKw__previewthumb/img/nTUgn2G8xn2Akx2qK1gli6HkLco=/fit-in/300x320/filters:strip_icc()/pic1888624.jpg
1872,FITS,https://boardgamegeek.com/boardgame/40393/fits,6.18783,1873,"FITS (Fill In The Spaces) is essentially a multi-player Tetris. Each player has an inclined board on which they place different polyominoes, with three, four, or five squares. Cards are drawn from a pile to tell the players which piece to take. The pieces may be rotated and reversed before they slide down the inclined area to dock to other gaming pieces, but unlike Tetris cannot be slid horizontally once dropped. Scoring is based on quantity and configuration of squares left uncovered.
Unlike original Tetris there is no time pressure but like Tetris every player is engaged with his own board.
Official expansion:

 FITS Official Expansion

Unofficial expansions:

 FITS Expansion #1: MOTS – More Of The Same 
 FITS Expansion #2: LOTS – Letters On The Spaces
 FITS Expansion #3: BOTS – Big Obnoxious Terrible Spaces

Reimplemented by:

 Mini FITS 

",https://cf.geekdo-images.com/MS3fx6x4NfGMrDmGsSo3Hg__previewthumb/img/kz5ncRsgXNfWpLQwL8o1upVyX9A=/fit-in/300x320/filters:strip_icc()/pic422822.jpg
1873,Rum & Bones,https://boardgamegeek.com/boardgame/168788/rum-bones,6.18731,1874,"Avast ye pirates! Gather your crews and set sail for adventure on the high seas in Rum & Bones!
Based on online MOBA (Multiplayer Online Battle Arena) style games, Rum & Bones has 2-6 players taking control of legendary pirate heroes, each with unique powers and abilities, as their crews fight over Davy Jones' legendary treasure!
Players will each control up to five heroes at any time, moving them across the game board in an attempt to destroy various key features across their opponents ship. Victory is obtained by destroying enough of these features. Your heroes are not alone, however, as your crew also consists of deckhands and bosuns who, while not controlled by the player, will work on a simple AI to wreak havoc on the enemy!
Of course, what would pirates be without plunder? And in Rum & Bones the most sought after treasure are Davy Jones' mythical pieces of eight! Players will amass these powerful coins during gameplay to unleash devastating abilities and attacks from their Heroes, crushing all enemies before them until only they remain!
",https://cf.geekdo-images.com/UhShS2hLt3bV8Eg4RO5-ZQ__previewthumb/img/eBKbOjOKLYuqWWFUgPKOxZhaNq8=/fit-in/300x320/filters:strip_icc()/pic3954085.jpg
1874,Glüx,https://boardgamegeek.com/boardgame/207207/glux,6.18718,1875,"Glüx is a family game all about illuminating rooms. Every player tries to play the brightest light tokens in different areas on the board, thus gaining the majority in those areas. Who can place their light tokens in the cleverest way and illuminate the most areas?
",https://cf.geekdo-images.com/JiPNycwy19on9EOTzJPB4A__previewthumb/img/JqbflAGOiWL0mW5n7av8utIeGMY=/fit-in/300x320/filters:strip_icc()/pic3159758.jpg
1875,Steampunk Rally Fusion,https://boardgamegeek.com/boardgame/298229/steampunk-rally-fusion,6.18703,1876,"Steampunk Rally Fusion is a standalone game that can be combined with the original Steampunk Rally. It introduces new tracks with unique event cards, new part abilities (Gear Up and Overcharge), and a new card type: Secret Projects. It also debuts new custom dice representing powerful Fusion energy!
Take on the role of ingenious inventors from history. Draft cards to invent your racing contraption. Power your creation's abilities with combinations of steam, heat, electricity, and Fusion dice. Use cogs to augment bad dice rolls and upgrade certain machine parts.
Smashing through damaging terrain spaces may cause parts to fly off your machine, constantly forcing you to adapt your strategy and discover new card synergies. Fortune favors the brash, so get ready to Gear Up, Overcharge your machine, and remake history!
—description from the publisher
",https://cf.geekdo-images.com/dnh13DJ3J_ISDYssfyUCWg__previewthumb/img/Z2jaEsIGMR2xZU6qxWXUThHivgQ=/fit-in/300x320/filters:strip_icc()/pic5212622.jpg
1876,Timeline Challenge,https://boardgamegeek.com/boardgame/173156/timeline-challenge,6.18698,1877,"Timeline is a card game played using 110 cards. Each card depicts a historical event on both sides, with the year in which that event occurred on only one side. Players take turns placing a card from their hand in a row on the table. After placing the card, the player reveals the date on it. If the card was placed correctly with the date in chronological order with all other cards on the table, the card stays in place; otherwise the card is removed from play and the player takes another card from the deck.
The first player to get rid of all his cards by placing them correctly wins. If multiple players go out in the same round, then everyone else is eliminated from play and each of those players are dealt one more card for another round of play. If only one player has no cards after a bonus round, he wins; otherwise play continues until a single player goes out.
Timeline Challenge incorporates the original mechanic of the series into progressive game track, of which players can move between 0-4 spaces per turn.  Players will have to make use of pre-determined time periods and guess where the incident depicted on the card occurred.  There are four different challenges, and they are played depending on the color of the game space of the lead player.  Additionally there are two further challenges which allow the two players at the back of the pack to catch up.  Although the game comes with its own cards, it can be integrated with any or all of the previous sets.
",https://cf.geekdo-images.com/khqcxX_Qwjk876SXNGMNYQ__previewthumb/img/fY7veurC8T3ORbTcIX1moikWoz4=/fit-in/300x320/filters:strip_icc()/pic2815954.jpg
1877,Good Cop Bad Cop,https://boardgamegeek.com/boardgame/153064/good-cop-bad-cop,6.18679,1878,"Good Cop Bad Cop is a 52 card hidden identity, deduction game where each player takes on the role of a law enforcement officer in a corrupt district. Players must investigate others to figure out who is on their side, grab one of the 2-3 guns on the table, and shoot the opposing leader to win the game.
",https://cf.geekdo-images.com/4EVpaxECrqdKYVtBJnFLeA__previewthumb/img/UWSURhPcaK7OfkQqnBRz3aBoEyQ=/fit-in/300x320/filters:strip_icc()/pic3008714.png
1878,Cube Quest,https://boardgamegeek.com/boardgame/137330/cube-quest,6.18626,1879,"Cube Quest is a dexterity game in which lightweight hollow cubic dice are flicked across custom rubber mats. Cubes that leave the mats are defeated. Play alternates until someone wins by defeating the enemy king. Cubes also risk defeat in enemy territory; if they land ""shadow"" side up, they have been captured and must be rolled, like dice, to determine whether they escape.
The cubes have different strengths and special abilities, such as taking extra flicks, immobilizing enemy cubes, reviving lost cubes, and hiding before strategic re-positioning.
The game allows for custom army building using a simple point system. Pre-battle setup involves a tactical selection of cubes worth a total of 40 points maximum to fight alongside their king. Each player also chooses how to position their cubes, creating individual attack and defense formations and structures!
",https://cf.geekdo-images.com/CcIddP6uVQrQl4MznemKng__previewthumb/img/TmYsuSgGwsCETEce8ifGsA6qkME=/fit-in/300x320/filters:strip_icc()/pic4009094.jpg
1879,Space Cadets,https://boardgamegeek.com/boardgame/123096/space-cadets,6.18593,1880,"It's your lifelong dream – to join the Star Patrol and be part of the crew of an interstellar Starship. You've worked hard, graduated from the academy, and received your first assignment as part of a team of young recruits, confident in your training and ready to be put to the test. Nothing can possibly go wrong as you are prepared for anything...
You are the Space Cadets.
Space Cadets is a fun and frantic cooperative game for 3-6 players who take on the roles of Bridge Officers of a Starship. Each officer must accomplish his specific task in order for the team to successfully complete the mission. You might be the...

Helmsman, plotting the ship's course through asteroid fields and nebulae.  
Engineer, using dominoes to get enough power to each system.  
Weapons Officer, completing puzzles to load the torpedoes and flicking a disc down a track to launch them.
Shield Officer, using tiles to form poker hands to get the strongest shields.  
Sensor Officer, using your sense of touch to scan and lock on enemy targets.  
Captain, setting the plan and making sure that everyone stays focused and does their job.  

If your crew can work together to accomplish the mission goals, you just might make it home in one piece.
",https://cf.geekdo-images.com/YTPL0ZG_8Y4EQfiCXZzvrg__previewthumb/img/ckOJhC48aaMCei1Pzz8lfhfWX0o=/fit-in/300x320/filters:strip_icc()/pic1362404.jpg
1880,1870: Railroading across the Trans Mississippi from 1870,https://boardgamegeek.com/boardgame/424/1870-railroading-across-trans-mississippi-1870,6.1858,1881,"This 18xx game takes the basic mechanics from Tresham's 1829, and adds several new elements. Players seek to make the most money by buying and selling stock in various rail companies located on a map of central United States. The board itself is actually a fairly abstract hexagonal system, with track tiles placed on top of the hexes. Players buy and sell stock in various share companies, whose actions are controlled by the majority stockholder. The stock manipulation aspect of the game is widely-regarded as one of the best.  Plus each 18xx title adds new and different elements to the game.
This game features private companies with special money-making capabilities and sizeable map which encourages most (if not all) share companies to become profitable.  A game is finished when the bank runs out of money, and the player with the greatest personal holdings wins.
",https://cf.geekdo-images.com/vsbzlxw-DEe4wEBcT3z_ng__previewthumb/img/EUklUXwA-TDncjuOwMX3DtPsNtc=/fit-in/300x320/filters:strip_icc()/pic159312.jpg
1881,Endangered,https://boardgamegeek.com/boardgame/220133/endangered,6.18567,1882,"The march of humankind’s progress threatens the survival of many species. It's up to you and your team to save them!
Work with your fellow conservationists to save tigers and sea otters from extinction. Influence the UN to save the animals and stop environmental destruction. If four UN ambassadors vote yes on the resolution then the players win. But until the vote takes place, players need to keep the destruction at bay, and keep the animals alive!
Each turn players will roll the dice they can allocate to action cards. After actions are taken, mating pairs will have a chance to procreate, and destruction tiles will enter the board, possibly killing already scarce animals.
Play as the Zoologist, Philanthropist, TV Wildlife Host, Lobbyist, or Environmental Lawyer, each with a special ability.
Time is short. Can the animals be saved while also influencing the Ambassadors' votes? Or will threatened animals be lost forever?
",https://cf.geekdo-images.com/Pta2XLIzcgAS5IQ0V4AKIw__previewthumb/img/qOiSY2VD3FfFz8kz4dk4ehBh3C0=/fit-in/300x320/filters:strip_icc()/pic4167562.jpg
1882,Bananagrams,https://boardgamegeek.com/boardgame/27225/bananagrams,6.18531,1883,"Bananagrams is a fast and fun word game that requires no pencil, paper or board, and the tiles come in a fabric banana-shaped carrying pouch. One hand can be played in as little as five minutes. Much like Pick Two!, but without the letter values.
Using a selection of 144 plastic letter tiles in the English edition, each player works independently to create their own 'crossword' faster than one's opponents. When a player uses up all their letters, all players take a new tile from the pool. The object of the game is to be the first to complete a word grid after the ""bunch"" of tiles has been depleted.
There are variants included in the instructions, such as Banana Smoothie and Banana cafe for limited set skills or space-deprived places, and the game is suitable for solo play.
",https://cf.geekdo-images.com/1QjYPI4bXx4OUMJPlrsNBA__previewthumb/img/f3oqdLP16tQWnrQ5QkI3Dp4sius=/fit-in/300x320/filters:strip_icc()/pic2463443.jpg
1883,Campaign Manager 2008,https://boardgamegeek.com/boardgame/46255/campaign-manager-2008,6.18522,1884,"Campaign Manager 2008 challenges players to develop a winning political strategy within the tumultuous context of the 2008 presidential campaign. Employing a new take on card driven game systems, each player will create a unique deck that represents their advice to their candidate. The players will struggle to influence voters in the critical swing states from this election, while targeting key constituencies that just might put them over the top. Players will try to define the key issue in the states. Will McCain dominate the national security debate, or can Obama play on people's fears over the economy? As the campaign manager of a national presidential campaign, you will either identify the road to the White House, or the road to irrelevance.
User review: The object of the game (and it is a game, not a simulation) is to lead your candidate, John McCain or Barack Obama, to victory by getting 270 electoral votes. Twenty battleground states are up for grabs in this game of cardplay.
Each player has a deck of forty five Campaign Strategy cards; only fifteen can be used in the game. (The rules suggest a selected fifteen cards for novices.) Each player also has a deck of ten battleground state tiles. Each player will select two of their states to put into play. (again, the rules make a suggestion for novices.)
In turn, a player either plays a card from one's own hand and follows the instructions on it or draws a card if fewer than five are already held.
To win a state, a player must get complete support from the state's voters in the issue which has more support of the people. Each state also has two key demographics. A shift in which demographic takes precidence also may affect the effect of a player's cards.
Some cards require players to go ""negative."" These cards require the opponent to roll a die and the result may give the opponent an unintended benefit.
Whenever a player wins a state, the electoral votes are added to that candidate's tally. A state is brought into play by the winning manager and chance card is put into effect.
The game is over when one manager scores 270 electoral votes. That player is the winner. A tie, resulting in winner, is possible.
",https://cf.geekdo-images.com/w2AZs8NYbZyGIdjPI7B2WA__previewthumb/img/CkQP_fT_wGJwDRdjY32sjh3JQUk=/fit-in/300x320/filters:strip_icc()/pic565079.jpg
1884,Inkognito,https://boardgamegeek.com/boardgame/466/inkognito,6.1852,1885,"Game description from the publisher:
The goal of each agent in Inkognito is to complete a mission, together with his partner. At the beginning of the game, however, players don't know which mission they must fulfill!
In the standard four-player game, each player guides one of four secret agents. The four characters are allied in pairs: Lord Fiddlebottom and Colonel Bubble are always partnered against Agent X and Madame Zsa Zsa. Each of the four agents is represented by one of four different figures, with different builds: tall, short, fat, thin. Only one of them represents the actual character controlled by a player. The other three figures represent spies which are friendly to him and that are trying to confuse the opposition.
On a turn, a player shakes the Phantom of Prophecy randomizer to determine his three available actions, e.g., moving on a land route or a sea route. The player moves his figures, trying to reach spaces already occupied by the other players' figures or the Ambassador. When figures are in the same space, the current player gets the right to ""ask questions"" and inspect some of the cards of that player. By deduction and a logical process of elimination, he can draw conclusions as to the identity and intentions of the other players.
The first goal of every agent is to discover which of the other players is his partner. This partner has the other half of the ""code"" indicating his secret mission. After discovering (or thinking he has discovered) the real identity of the other players, an agent must trade his secret mission card with his ally. This will reveal the final mission and what must be done to complete it. If either agent on a team completes the mission, both he and his partner win the game.
There is another character with an important role in the game: the Ambassador. He can be used to get clearer information about the other characters. Everyone wants to meet him because he is well-informed and can be useful to accomplish your purposes, but he can also help your rivals, so do everything you can to keep him far from them.
The 2013 version of Inkognito from Ares Games raises the maximum player count to five by allowing someone to play the Ambassador and move it during his turn. He can still gather clues when the other players question the Ambassador during their turn, and the other players can still gather clues from him. The goal of the Ambassador's player is to know everything about the other characters, guessing their identities and builds. If the Ambassador achieves ""perfect knowledge"" before a team accomplishes its secret missions, he wins the game.
",https://cf.geekdo-images.com/W3BGlJsdZO0_MH75qLjStQ__previewthumb/img/5KK5GPbF7J-VNPKmsyHBmsMzt-I=/fit-in/300x320/filters:strip_icc()/pic3061724.jpg
1885,Mall of Horror,https://boardgamegeek.com/boardgame/16772/mall-horror,6.18515,1886," 

Back of the Box
In Mall of Horror, each player takes control of three character: a blonde, a bad boy and a brute, trapped in a mall invaded by hundreds of hungry zombies. There is only one way to survive: find a temporary safety in areas where the zombies aren't yet, and forget about values such as solidarity and humanity. Better them than you!
Who will be thrown at the zombies for the survival of the rest of the gang? Who will take over the security H.Q.? who will look for some first aid material? No room for the weak, you will negotiate, lie, ally, betray, in one word, you will try to survive!
 

Overview
The goal is not to kill the greatest number of zombies but simply to survive. You must flee from place to place while zombies try to devour the inhabitants of the mall.
Each player controls 3 characters, each with a different ability and worth a certain number of points at the end of the game if they survive.
Each place in the mall has different characteristics. They may contain varying numbers of characters and may give some bonus items which will help your survival. When enough zombies arrive at a location, the players there must vote for who will get eaten. Players may also vote for who will become the new chief of security and who will search the van with its valuable goods, giving players a chance to negotiate and strike up deals, perhaps even making good on them.
",https://cf.geekdo-images.com/lqVfulTl86WqS9KW89HqLQ__previewthumb/img/j6Rm4yRSOBsLKGQ-aaiBRPDOB8M=/fit-in/300x320/filters:strip_icc()/pic347555.jpg
1886,XenoShyft: Dreadmire,https://boardgamegeek.com/boardgame/189660/xenoshyft-dreadmire,6.18459,1887,"You survived the horrors of the Hive — now venture onto the new world of Genesis VII, a lush but deadly marsh planet featuring an entirely new ecosystem of horrors to overcome.
XenoShyft: Dreadmire, which can be played as a standalone game or mixed with assets from XenoShyft: Onslaught, brings a new XenoShyft experience to your tabletop, with eight new troop types, 20 new item types, and more than 40 fearsome new enemy types.
The XenoShyft game system combines classic deck-building and resource management with fast-paced combat and unique ""base defense"" elements. As the game progresses, each player builds up their deck of troop and item cards, which they will in turn use to defend the base against incoming enemies in deadly combat.
",https://cf.geekdo-images.com/pdBp_xCXkHVh6p1_KVXDCg__previewthumb/img/LtuaQmh7AfFdmJ5JvVbj7d69ztk=/fit-in/300x320/filters:strip_icc()/pic2796703.jpg
1887,Inca Empire,https://boardgamegeek.com/boardgame/75476/inca-empire,6.18405,1888,"In Inca Empire, each player is an ""Apu,"" or leader of one of the four regions (""suyus""). Your job as an Apu is to increase your status in the eyes of the divine emperor (""Sapa Inca"") by doing the best job of expanding and improving the empire. Each Apu begins with the manpower of their region. They build roads and conquer neighboring regions, increasing the manpower and resources available to them. Apus are rewarded for each new region they add to the empire and for improvements such as terraces, garrisons, cities, and temples.
The player who has the most victory points (VP) at the moment Pizarro arrives at the Inca capital of Cuzco wins the game.
Note: Due to the highly interactive nature of the Sun card placement, Inca Empire cannot be played with only two players.
Inca Empire is a reimplementation of Tahuantinsuyu.
",https://cf.geekdo-images.com/C_58VjzoA_Ghai11odIDHQ__previewthumb/img/pwrIEgeBzZA6fPXMY0FJusEok6Q=/fit-in/300x320/filters:strip_icc()/pic802355.jpg
1888,March of the Ants,https://boardgamegeek.com/boardgame/156496/march-ants,6.18392,1889,"As spring dawns the great thaw begins. Deep beneath the lush meadow grasses the queen stirs in her nest and the colony comes to life. Soldiers venture forth, battling centipedes while clashing with opposing colonies for territory. Workers dig an ever-expanding network of tunnels in their tireless search for food. The first larvae hatch and it is clear this generation will be different: the young colonies rapidly evolve into a multitude of new forms. The ants march out to claim the meadow as their own.
In March of the Ants, you create the shared Meadow board by sending your ants to explore it, revealing and strategically placing two dozen unique tiles like Fern, Pebble, and Nest of Centipedes.
Populate new territory by breeding larvae and marching your ants onto collection sites. Will you engage competing colonies in battle, seeking to claim the land for yourself? Or will you establish peaceful, symbiotic relationships and share the spoils? All of this must be done while carefully managing the resources in your underground nest.
Forage for Event Cards like Strange Appetite, Cold Snap, and Fungal Outbreak to impact the entire board – or just one unlucky opponent.
Mutate your colony with special Evolution Cards like the Trap Jaw head, Weaver thorax, and Leaf Cutter abdomen. What weird and wondrous path will your colony’s evolution take: advanced Workers, fearsome Soldiers, or a fertile Queen?
Emerge triumphant by scoring Colony Points as your ants explore and control the Meadow. Search for Colony Goals like Epic Stores, Followers of the Eyeless, and Extensive Tunnels to plan your route to victory.
March of the Ants takes strategy underground…literally!
",https://cf.geekdo-images.com/OGb3iqs888qMreT84R5rqA__previewthumb/img/U-zaxQF7qdMBHThRaZXLPoYPtWs=/fit-in/300x320/filters:strip_icc()/pic2004618.jpg
1889,Castaways,https://boardgamegeek.com/boardgame/71906/castaways,6.18377,1890,"You've been shipwrecked on a deserted isle. Do you have the wits to survive until a rescue ship arrives? To make it, you'll need to build a camp and explore the interior to reach the summit. From there, you will scan the horizon for sign of a nearby ship. Only then will you be able to make a signal and get rescued! If you are rescued, your tale will be told around the world — but only if you have the best tale to tell! Of course, if you are not rescued, no one will hear your story...
Náufragos (a.k.a. Castaways) is a competitive collaboration game about four castaways who are stranded on a small island. They must collaborate to improve their shelter, gather food to eat and wood to keep the campfire burning, and figure out how to advance to the interior of the island, as only from the vantage point of the highest spot on the island will they have a view of the vast ocean – and even more importantly, a view of the ship on the horizon that promises rescue! The players must manage their time in order to deliver a signal to this passing vessel – but even if they're all rescued, in the end only one player will win, that being the one who writes the best story at the end of the game, the one who lives and retells the greatest adventure from all the survivors, the one who has collected the most story points.
",https://cf.geekdo-images.com/gRRoSmsC1bNwX-kPR-KRgg__previewthumb/img/u3TdvVoG96o8uz5vfMiCbkHmjq4=/fit-in/300x320/filters:strip_icc()/pic1904013.jpg
1890,Confusion:  Espionage and Deception in the Cold War,https://boardgamegeek.com/boardgame/2961/confusion-espionage-and-deception-cold-war,6.18369,1891,"A strategic two-player abstract with a heavy deduction element.  At the start of the game, neither player knows how their own pieces move.  Via performing attempted moves, each player tries to deduce the movement of their own pieces.  As you determine how to move your pieces, your goal is to capture the neutral piece, initially located in the center of the board, and deliver it to your opponent's side of the board.
From the new Stronghold Games version, Confusion: Espionage and Deception in the Cold War:
The Cold War.  A dangerous time for the world.  A dangerous time to be a spy... but that is exactly what being a spy is all about.  As the shadowy clouds of intrigue and subterfuge settle across the globe you have been called upon by your country to obtain the Top Secret information that will ensure your country's safety and supremacy.  But not all is as it seems; your spies are difficult to control on a global scale, and even worse, there's a Double Agent in your midst who threatens the entire mission!
At the start of a game of Confusion, players aren't aware of the talents and skills their own spies possess!  Your opponent can see what your spies can do, but you cannot.  Your job as a wise leader is to first deduce exactly how each of your spies move, then employ your knowledge by using each spy for maximum effect.  But be on alert, because your opponent has placed a double-agent in your team of spies! The first player to take the Top Secret Briefcase from the middle of the board and deliver it to his opponent's capital is the winner.
Can you achieve your goals at the expense of your opponent, or will the entire operation collapse in a sea of Confusion?
Confusion is game #1 in the Stronghold Games ""Castle Line"".
",https://cf.geekdo-images.com/vt0C4PJ77JKfcnKhpiFyZw__previewthumb/img/t-XosmgZoWU3QMvpNjTvcjTlt6s=/fit-in/300x320/filters:strip_icc()/pic725683.jpg
1891,Custom Heroes,https://boardgamegeek.com/boardgame/223049/custom-heroes,6.18319,1892,"Custom Heroes is a card-crafting, climbing trick game in which plastic cards are added to sleeves in order to modify the cards already in those sleeves.
Please note: Custom Heroes is shipped with a protective plastic film on each card which should be removed prior to play. Once removed the colors will be more vibrant and it will be easier to see cards in a stack inside a sleeve.
The players attempt to win rounds by getting rid of their cards as quickly as possible using the classic climbing trick mechanic.  e.g. If a player leads with three 4s then the next player must play three of a kind of equal or higher value.  When all players pass, the last player to have played cards leads a new trick with whatever card or set of equal cards they want. Go out of cards first for first place, second for second, etc.
However, you also have advancements you can sleeve onto your cards. These may increase or decrease the value of the cards, or even add new abilities such as turning a card into a wild or reversing the direction of the values (i.e. you are now playing lower numbers instead of higher) or making cards count as multiple copies of themselves, etc.
But since all of the cards are reshuffled and dealt to start a new round, the changes you made may end up with someone else (and vice versa), and the common distribution of values will begin to change and shift over multiple hands. Thus, a good strategy must factor in not just doing well in the current hand, but also managing your resources (card advancements) over multiple hands and maximizing their impact though well timed plays.
You earn points and more advancements based on your end of round position. Be the first player to go out each round and gain the most points, but draw fewer new advancements for the next hand. To win a player must first get to 10 points, and then win a hand.
Inspired by the public domain game Daihinmin
",https://cf.geekdo-images.com/np5kBLyD6529w6nfKjGvhQ__previewthumb/img/NC4u8QNhSybvnn0gRg7KPxB5d8M=/fit-in/300x320/filters:strip_icc()/pic3592167.png
