uid,sentence
1059,"A good strategy lets you block other players; for example, they won't be able to sell fishes if they haven't caught them first – order matters!"
1059,"Islands and sea resources are rare, so be quick and take them first!"
1059,There is no such thing as a rich Vanuatuan.
1059,"When you reach ten vatus, they automatically transform into 5 prosperity points and again, you are poor."
1059,"Life is hard, but you may encounter ten men to help you; on each turn you choose one of them to increase your benefits from an action."
1059,"As always, being the first player lets you choose before the others."
1059,"In short, Vanuatu is a strategy game of programming and majorities that features development, blocking, and a lot of interaction between players."
1059,(*) Sand Drawing in Vanuatu belongs to the Masterpieces of the Oral and Intangible Heritage of Humanity of the UNESCO.
1060,The general theme and mechanics of Caylus Magna Carta are similar to the Caylus board game.
1060,"However, there is no board or score track and the tactical nuts and bolts of the game are somewhat different."
1060,"In terms of components, the game consists of cards, money, worker pawns, resource markers, the provost, and castle building stones."
1060,"Each player has a set of identical cards, which are shuffled and used as a face-down draw deck."
1060,"Players start with an opening random draw of cards, and on his turn a player can either:

extend the road by building a new building 
pay 1 to draw a new building card 
pay 1 to discard his hand and draw a fresh hand (with the discard deck being shuffled for a new draw deck once the draw deck is exhausted) 
pay 1 to place a worker on one of the existing building cards 
build one of the common prestige building cards (some of which are placed at the beginning of the game as part of the setup) or 
pass

Once everyone has passed, the cards are resolved up to the provost (which can be moved in passing order by paying money)."
1060,Ownership of the non-common buildings is shown by the card color.
1060,"When a worker is placed on a card, the owner earns either resources or money as a reward instead of victory points."
1060,Players may also choose to help build the castle.
1060,"Starting with the first player to have passed, players can pay resources to obtain castle stones."
1060,The stones are worth three different values (2-4 points).
1060,Players collect the most valuable ones first.
1060,"In addition, the player who collects the most building stones each round is rewarded with a gold resource marker."
1060,"From round to round, 1st player privileges rotate to the left, and the provost starts two cards further down the path from the castle."
1060,The winner of the game is the player who has accumulated the most victory points once the game end has been triggered the turn the castle is finished.
1060,"Victory points are awarded for castle stones, cards built, and resources and money in hand at the end of the game."
1061,Power Grid: Factory Manager is the new stand-alone game in the world of Power Grid.
1061,"It was released at Spiel '09 in Essen, Germany."
1061,Each player owns a factory and tries to earn the most money during the game.
1061,"To be successful, each player must use his workers to buy the best machines and robots at the market and to run the machines most effectively in his factory."
1061,"Because of increasing energy prices, the players must be careful to check the energy consumption of their factories and to avoid using only energy-consuming machines."
1061,"Otherwise, their profit will suddenly vanish, the worst fear of a good businessperson."
1061,Power Grid: Factory Manager uses a clever market mechanism for choosing the supply of factory tiles in the market.
1062,"Description from the publisher:
With the driving of the golden spike in 1869, the first transcontinental railroad was completed in the United States — but really it was only the beginning of a rapid expansion of railways that would crisscross the entire country."
1062,"In Whistle Stop, you make your way west across the country, using your fledgling railroad company to build routes, pick up valuable cargo, and deliver needed goods to growing towns, creating a network of whistle stops that you and your competitors can leverage as you continue to expand your networks."
1062,"Along the way, you gain shares in other railroads and watch your reputation soar with each successful delivery before making a final push to complete long hauls to the boom towns of the West."
1062,This design is a new twist on pick-up-and-deliver games.
1062,"As players move their trains west and pick up goods, they can deliver those goods to small towns to gain shares in railroads, or hold on to them for a bigger payout when they reach the west coast."
1062,"At the same time, they try to optimize their actions (and gain extra ones), lay down new track tiles, block the other players, gather and use valuable whistles for special moves and abilities, and carefully manage their coal resources."
1063,"The great Sapa Inca Pachacuti turned to his offspring and ordered them to worship Inti, the Sun God, and to expand the Inca Empire as far as the llamas roam."
1063,"With Chinchaysuyu, Antisuyu, Qullasuyu, and Kuntisuyu — the four regions of the new empire — now ripe for conquest, the time has come for Pachacuti's true successor to arise."
1063,Gather your people from the villages below and use their unique abilities to strategically place them where they can perform the greatest tasks for you.
1063,"Climb the steps of the Sun Temple, reaping the rewards of your piety."
1063,Build structures that both nourish your people and provide you with benefits no other has at their disposal.
1063,Muster an army and conquer villages in the four realms of Tawantinsuyu.
1063,Prove yourself a worthy successor to Pachacuti and lead the Inca to glory!
1063,"During Tawantinsuyu: The Inca Empire, players place workers onto various locations on the game board, performing actions, collecting resources (potatoes, corn, stone, and gold), constructing buildings and stairs, sculpt statues, expanding their military strength, and collecting weavings."
1063,"The game board features a hill located within the old Inca capital of Cusco, the sides of which are terraced and divided into five sections."
1063,"Atop the hill sits the Coricancha, The Golden Temple, the most important temple of the Inca Empire."
1063,"Within the Coricancha, each player has a High Priest."
1063,"On the terraced sections below exist a variety of worker placement locations, interconnected by paths and individually marked by symbols."
1063,"On your turn, you must either place a worker onto a location outside the Coricancha OR choose two of the following:

 Recruit one worker."
1063,Take two god cards.
1063,Draw two army cards and keep one of them.
1063,Move your High Priest one or two steps clockwise within the Coricancha.
1063,"When placing a worker, you must first discard a god card with a matching symbol or pay one gold."
1063,"Once placed, the worker remains on the game board for the rest of the game!"
1063,Each worker placement location is connected to exactly three action spaces.
1063,You must always perform at least one of these actions.
1063,"However, for each adjacent worker (i.e., connected to your worker's location via direct path through one of the action spaces) that matches the type of worker just placed, you receive one additional action!"
1063,"While some locations will result in you being able to perform multiple actions, other actions and placements may be more desirable, especially since each of the five types of workers has a unique ability:

 Warrior: Remove one of the adjacent workers, placing it in your player area."
1063,Craftsman: Gain +1 action if placed onto a craftsman space.
1063,Architect: Gain +1 action if placed onto an architect space.
1063,Courier: Decreased placement cost; +1 action if it's the first worker placed within a given area.
1063,Priest: Take one god card; you may pay one potato to gain +1 action.
1063,All god cards feature one of the different symbols found on the worker placement locations.
1063,"Before placing a worker, you must either discard a god card with a matching symbol or pay valuable gold resources."
1063,God cards also depict special abilities that can be activated only if you have previously built a matching statue!
1063,Army cards allow you to send one or more units to conquer villages in nearby regions.
1063,You must compete against the other players for control of each region as well as for valuable rewards that can be gained as a result of military conquest.
1063,"The position of your High Priest within the Coricancha has a significant impact on your overall strategy, affecting your access to powerful actions and determining any potential resource costs when placing your workers."
1063,"More specifically, when placing a worker, you must pay additional resources the farther your worker is from your High Priest, from nothing all the way up to eight potatoes or corn!"
1063,"Additionally, when moving your High Priest, you can activate powerful actions available only within the Coricancha:

 Produce: Gain all rewards from your production buildings."
1063,Worship: Sacrifice previously sculpted statues to gain permanent temple advancements.
1063,Offering: Pay resources to gain temple advancements.
1063,Conquer: Engage in military conquest of nearby villages.
1063,Rejuvenate: Refresh previously activated buildings and military units.
1063,"Throughout the game, you score victory points whenever you construct stairs or sculpt statues."
1063,Gain bonus victory points whenever another player makes use of the stairs you have constructed.
1063,Score victory points from temple advancements and control of the four regions.
1063,"The game ends when the worker pool has become exhausted, symbolizing the full incorporation of nearby regions and villages into the newly risen Inca Empire."
1063,"You then score bonus victory points from reaching the top of the temple, from your woven tapestries, and from various buildings and resources you have accumulated."
1063,—description from publisher
1064,"Every day, dozens of birds have a stop on the fences of our countryside."
1064,"When it is time to leave, all these birds mix together, unable to organize themselves into flocks to fly home."
1064,Help them find their way back to their nest.
1064,Players begin each new round of CuBirds with eight bird cards in hand.
1064,Some birds also sit on four distinct fences on the table.
1064,"On your turn, you lay a series of identical birds from your hand on one fence's extremity."
1064,"These birds instantly gather with any identical bird already present on this fence, making all birds placed in-between them fly into your hand."
1064,"With enough identical birds in your hand, you can perform a flock, allowing you to add some of these birds in your scoring area."
1064,"Your ultimate goal is to be the first player to gather in your scoring area either seven different species, or two species with at least three identical birds in each."
1064,"Each bird comes with one small and one big flock scores, so you may want to wait to reach a big flock to add more birds at once to your scoring area."
1064,"Beware, though, as the round ends as soon as a player empties their hand, forcing all players to discard their current hands and plans!"
1065,Do we really have free will?
1065,Who decides this?
1065,"Are we controlled by what we hear and what we see, even while thinking we decide freely?"
1065,Insider is a game that deals with these questions.
1065,"While communicating to others, you have to find the right answers to a quiz or find the ""insider"" who is manipulating the discussion."
1065,The insider will do everything to hide their identity while misleading the others.
1065,"In more detail, players are assigned roles at random."
1065,"One player is the ""master"", and they secretly select a word from a set given in a deck of cards."
1065,"(In a variant given in the rulebook, they can freely select and write down a word.)"
1065,"The ""insider"" player, whose role is not known to the other players, will then secretly view the word."
1065,"The rest of the players are known as ""commons""."
1065,"The commons then have approximately five minutes in which to ask the master ""yes"" or ""no""-type questions so that they can deduce the secret word."
1065,The insider attempts to secretly lead the commons towards the correct word.
1065,"If the commons fail to guess the correct word, everyone loses."
1065,"If, however, the word is correctly guessed in the allowable time, the master flips the sand timer, and the commons and master have until the sand runs out to discuss the game and deduce the identity of the insider."
1065,"If they guess correctly, they win the game together; if they do not, the insider wins."
1066,"In Primordial Soup each player controls a species of primitive ""amoeboid"" organisms."
1066,Together these species form an ecosystem where each feeds on the excreta of the others.
1066,To win a player must guide the evolution of their species to increase their population and the sophistication of their genes.
1066,Each round consists of various phases.
1066,Firstly each organism must move (either by drifting or under its own power) and then feed.
1066,Then the environment undergoes a random change which changes the direction of drift and may force some organisms to give up genes.
1066,"Then the species may buy new genes, and then may reproduce."
1066,At this point some organisms will die and finally each species is scored.
1066,This is repeated until either a species gets at least 42 points or the environment cards are exhausted.
1066,"The possible genes include genes for enhanced control of movement, more efficient metabolism, more efficient reproduction, attack and defence."
1066,"Expanded by:

Primordial Soup: Freshly Spiced"
1067,Princes of the Renaissance is set in Renaissance Italy.
1067,"Each player takes on the role of one of the minor Condottiere princes, such as the Gonzagas or d'Estes."
1067,"Then there are the big five major cities: Venice, Milan, Florence, Rome, and Naples."
1067,"These are not controlled by individual players, but players will gain 'interests' in them as the game progresses."
1067,"Each city has six tiles, most of which represent a famous character such as Lucrezia Borgia or Lorenzo Medici."
1067,Each tile has its own special properties that are linked to the character on the tile.
1067,"Thus Cesare Borgia will help you to become more treacherous, while a Venetian merchant will increase your income."
1067,"These tiles are also worth victory points, depending on the status of the city at the end of the game."
1067,A city's status will change as a result of war.
1067,"When two cities fight, they will each need a Condottiere to fight for them."
1067,"Players bid, using influence points, to decide who will represent each city."
1067,The outcome of the war will depend on a little luck and the size of each player's army.
1067,"Each player also gets paid for fighting, no matter what the outcome of the war is."
1067,"Thus players can turn influence into gold, which in turn can be used to buy more City tiles."
1067,No game on the Italian Renaissance would be complete without an element of treachery.
1067,"Players can be openly treacherous by buying Treachery tiles, which will allow them to do nasty things like steal influence, bribe troops, or knock players out of an auction."
1067,"However, the game allows players to be devious in other ways, that still remain legal."
1067,"Making sure that a war goes the way you want it to is an important part of the game, and it is not always the player with the best army who ends up fighting."
1067,"Want a city to lose, well become Condottiere for them and make sure you have a really bad army, or use Treachery tiles to bribe your own troops not to fight."
1067,"At some point some player will become the Pope, which means he can form a Holy League (i.e."
1067,join one side in a battle).
1067,"Want to make sure the Pope is on the 'right' side, well why not bribe him?"
1067,What players negotiate over is up to them.
1067,"The game does not force negotiation and works perfectly well without it, but it remains an avenue for players to explore."
1068,"Game description from the publisher:
LEVEL 7 [Omega Protocol] picks up right where LEVEL 7 [ESCAPE] left off."
1068,"The Subterra Bravo facility has been thrown into chaos through the players actions in [ESCAPE], and now the government has sent in a top-secret, highly-trained special forces unit to shut down the facility and eliminate everything remaining in the base."
1068,"In [Omega Protocol], one player takes on the role of the Overseer while two to five other players take on the role of the elite Special Ops team."
1068,The Overseer's role in the game is to control all of the alien denizens and challenges the players face throughout the game.
1068,The players are trying to achieve specific scenario-based objectives by exploring a map that's laid out at the start and fighting off the hordes of aliens that the Overseer sends their way.
1068,"Gameplay is based around adrenaline, which is the currency that the soldier players use to perform actions."
1068,"They generate adrenaline to do things such as move, attack, and perform special actions like activating an objective space."
1068,"That generation also has a negative effect for them, as that adrenaline transfers to the Overseer player, who then uses it to spawn aliens, create new threats, and hurt the soldiers' chance of success during the scenario."
1068,"The more actions the Special Ops players take, the more resources the Overseer player has to work with."
1068,"Characters in [Omega Protocol] are represented by miniatures, and each Special Ops and alien character has different attributes, powers, and customizable skills and equipment."
1069,"Catan Card Game bears only a slight resemblance to The Settlers of Catan, the original game in the Catan series."
1069,"There are six resources: wool, wood, bricks, grain, ore, and gold."
1069,"Before beginning the game, the players receive six square cards showing the resources, with a different die number on each card."
1069,"In addition, the players start the game with two village cards and a road card connecting them."
1069,"There are card stacks of more roads and villages, as well as cities, to be purchased during the game."
1069,With each new village or city comes two new resource cards.
1069,Villages and cities give victory points.
1069,"When the number die is rolled, instead of collecting more cards, the players rotate the corresponding card 90 degrees to indicate a gain of one more of that resource; i.e., the brick card shows a picture of one brick on one edge of the card, two bricks on the next clockwise edge, three bricks along the third edge, and zero bricks on the fourth edge."
1069,"There is also an event die, with five possible outcomes:

 a reward for the player with more knight points or more 'windmill' points (a picture of a windmill on some cards),
 a bonus resource,
 an attack if a player has too many resources, and
 one of six special events - civil war, conflict, master builder, plague, productive year, or progress."
1069,There are 62 expansion cards in six stacks in the center of the table.
1069,"Before beginning the game, players choose one stack, go through it, and choose three cards to hold in their hands."
1069,"Forty-two of the expansion cards require spending resources to be put into play, gaining civic improvements or knights."
1069,Every civic improvement serves some useful function or adds victory points or both.
1069,Twenty of the cards are actions benefiting one of the players or harming the other.
1069,"After a player pays to put a card down or uses an action card, he blindly draws a replacement."
1069,Unwanted or unusable cards can be traded in future turns.
1069,"Some of the cards have flags on them, indicating victory points."
1069,Whoever first has twelve victory points wins the game!
1069,The Anniversary edition of this game (Jubiläumsausgabe edition) can be found under a separate game entry.
1070,"Game description from the publisher:
As owners of a fantastic steam park, you're to build gigantic, coal-powered rides to attract as many visitors as you can – but building attractions won't be enough."
1070,"You'll also need to manage your employees, invest in advertising in order to attract and please the different kinds of guests visiting your park, and, above all, keep the dirt that your park produces under strict control!"
1070,Steam Park is an easy-to-learn game with two difficulty levels: one for the less experienced gamers and a more strategic one for those who want a more exciting challenge.
1070,"In this management game, you'll have to build your own amusement park and make it the largest and most profitable in the region."
1070,"By constructing the three-dimensional, wonderful rides designed by Marie Cardouat, you will see your park grow right before your eyes."
1070,Choose your strategy!
1070,"Build Stands to attract more Visitors, or Toilets to keep the Dirt under control."
1070,"Whatever decision you take, take it quickly: The less time you spend planning, the more time you'll have to maintain your park."
1070,"Thanks to a clever, original action-choosing mechanism, winning in Steam Park is as much a matter of being the best as of being the fastest!"
1071,Alma Mater has players serving as a headmaster of one of the independent universities in the 15th century.
1071,Players seek to strengthen their school's reputation and standing.
1071,"To achieve these goals, players need to recruit the best staff and students, exchange knowledge with other schools, and become experts in the school's four disciplines!"
1071,—description from the publisher
1072,Pax Renaissance 2nd Edition is a game for 1 to 4 players where you play as a banker in Europe at the height of the Renaissance during the late 15th and early 16th-century.
1072,A time when European nobility and warlords declined and the arts and technology advanced in the wake of a new economic force:  merchants and bankers.
1072,These bankers became the wealthiest private individuals ever as they guided Europe into the modern age.
1072,"As a Renaissance banker, you will finance kings or republics, sponsor voyages of discovery, join secret cabals, or unleash jihads and inquisitions."
1072,Your choices determine if Europe is elevated into the bright modern era or remains festering in dark feudalism.
1072,"Four victories determine the future course of Western Society: will it be towards imperialism, trade globalization, religious totalitarianism, or enlightened art and science?"
1072,"New components include punchouts for pirate ships, pawns for concessions and serfs, placards for player boards, and empire squares allowing storage of repressed tokens and queens even if the King is not in a player Tableau."
1072,"Extra game Map Cards are included, allowing the mounted gameboard to be left behind for small game portability."
1072,Useful if you have limited space in your game bag.
1072,"Expanded rules include Dalmatians, Cryptography, Condottiere, apostasy, and the solitaire game."
1072,Strategy and Frequently-Asked Questions are included.
1072,Contains Pax Renaissance Expansion and Pax Renaissance: BGG Promo Pack.
1073,"Golem is an engine-building game by Simone Luciani, Virginio Gigli and Flaminia Brasini, the same team that brought you Grand Austria Hotel and Lorenzo il Magnifico."
1073,"The game is based on the 16th-century legend of the Golem of Prague, an anthropomorphic creature that Rabbi Loew animated from a clay statue to protect his people."
1073,"In the game, players take on the role of rabbis who create and grow these powerful creatures that will be moved around the neighborhoods of Prague under the control of students."
1073,"Be careful, because if a golem becomes too powerful, it will destroy everything it encounters on its way."
1073,Players can also kill their Golems in order to get bonuses.
1073,Players also create powerful artifacts and acquire knowledge by collecting ancient books.
1073,"The game is divided into four rounds, and each round is composed of 7 phases:
1) Refresh
2) Golem Movement
3) Actions (2 marble actions and 1 rabbi action)
4) Turn Order
5) Influence Character
6) Income and Development
7) Golem Control
At the beginning of each round, the players will shuffle the colored marbles into the 3D synagogue that will split them into five lines corresponding to the five main actions available in the game:

 Work: By paying Knowledge, you can activate the Golem placed in the city of Prague and get bonuses."
1073,Golem: Obtain clay to create new golems and upgrade the developments on your personal board.
1073,Artifact: Obtain coins and buy gold to build artifacts that offer permanent bonuses in the game and upgrade developments on your personal board.
1073,Spells: Obtain Knowledge and perform spells (with a scoring for book collection) and upgrade developments on your personal board.
1073,Mirror: Perform one action of your choice by paying 1 coin.
1073,The number of marbles available in the corresponding action line determines how much the player gets from the action.
1073,"When you choose an action, you collect one marble of your choice in the corresponding line and depending on the color of the marble you chose, you also move your student forward on one of the districts of Prague."
1073,It's important to advance your students on those tracks to be able to keep your golems under control.
1073,"At the end of the round, knowledge can also be used to control a golem that surpassed its students, but if one of these creatures is uncontrolled, it may become dangerous and destroy the neighborhood, after which you will have to destroy and bury it!"
1073,"The marble color also matters, because at the end of the round, if you get the correct combination of two colors, you receive the favor of one of the powerful Prague characters, which will differ each round."
1073,"At the end of the fourth round, players score points for active or buried golems, artifacts, books, development on their personal board, and collected goal cards."
1074,Claustrophobia 1643 is a miniatures-based survival game set within the catacombs.
1074,The box contains miniatures which are placed on large tiles showing the dungeon spaces.
1074,"Also included are character dashboards, counters and markers, and dice."
1074,"One player controls a small group of determined humans, while the other plays an almost unending army of demonic creatures."
1074,"The game is thematic and highly asymmetric: human characters are stronger, but the demon characters are more numerous."
1074,"Gameplay is very straightforward with a minimum of rules, and each game plays in an hour or less."
1074,"In essence dice are allocated after rolling to perform actions, while cards or special abilities are also available."
1074,"The game is about managing decisions and choosing what to do with the resources that you have, managing difficult events and out-thinking your opponent."
1074,Combat is handled by dice.
1074,"Complexity is low, with the focus on theme and building towards a tense, climactic ending."
1074,Claustrophobia is played through scenarios of which there are several in the rulebook (20).
1074,Generally speaking the human characters are attempting to complete a task (e.g.
1074,"escape the catacombs, close a portal) while the demons are focused on stopping them."
1074,There are varying win conditions depending on the scenario chosen.
1074,—description from the publisher
1075,"Plague Inc: The Board Game is a strategic game of infection, evolution and extinction for 1-5* people - based on the smash-hit digital game with over 85 million players."
1075,Can you infect the world?
1075,"Each player is a deadly disease and they must battle against each other to spread their plagues, develop new symptoms and ultimately wipe out humanity."
1075,"Starting with Patient Zero, you spread your infection across the world by placing tokens in cities - earning DNA points and preventing other players from becoming dominant."
1075,Players choose which countries are placed on the board but you must be both climate resistant and connected to a country before you can infect it.
1075,"Eventually, as countries become fully infected - you try to kill them using the Death Dice."
1075,Each player’s unique pathogen can be upgraded by evolving trait cards onto an evolution slide (with DNA points).
1075,"At the start, your disease is weak and unspecialised, so you will need to add new symptoms to make it stronger."
1075,Choose carefully and plan ahead in order to react to the changing world and exploit opportunities created by other player’s actions.
1075,"A simple nosebleed could accelerate things early on, whilst diarrhea will help you thrive in hot countries."
1075,Sneezing can infect new continents by air but Total Organ Failure would allow you wipe out multiple countries each turn.
1075,"As countries start to fall, use powerful event cards to alter the balance of power."
1075,"You might try to eradicate a dominant player by bombing their diseased cities, or hold the Olympics to cause huge numbers of infected people to travel to a healthy continent."
1075,"When the world collapses, who will be the ultimate plague?"
1075,*5 players with 5th player expansion
1076,Skelit's Revenge....the most feared ship on the high seas....and you've finally taken it.
1076,"Captain Fromm and his skeleton crew have amassed a massive treasure, and now is your chance to take it all."
1076,Players take on the role of Pirates who are boarding Skelit's Revenge for one purpose....to take the loot.
1076,"They must battle the flames, the skeleton crew, and their own fatigue if they hope to make it out alive."
1076,Dead Men Tell No Tales is a co-operative game for 2-5 players.
1076,The game uses the common Action Point system to determine what a player does on their turn...with a twist.
1076,"As players work together, they can pass their Actions on to their teammates in order to best utilize the assets that they have."
1076,"Players will build the board as they play, ensuring that no two games will ever be alike."
1076,"As they search the ship for the Treasure, they will encounter Enemies and Guards that they must battle, along with various items that will help them in their quest."
1076,"all the while, battling the inferno that resulted when they took over the ship."
1076,"Unique systems for tracking fire, enemy movement, and a player’s fatigue all combine into an interesting and unique cooperative gaming experience."
1076,Do you and your crew have what it takes to make off with all of the treasure and live to tell the story?
1076,Or are you going down with the ship in Dead Men Tell No Tales?
1077,Ready to start exploring a previously uncharted island?
1077,Good!
1077,"You and the other players each have a team of five scientists, and you want to capture animal species so that you can study them — and, of course, score points."
1077,The game board in La Isla consists of a set of oddly-shaped tiles that are placed in a circular arrangement around a central polygonal tile.
1077,"Thirty-five animal tokens (seven each of five types) are placed at random on spaces numbered 2, 3 and 4 on the game board; these numbers equal the number of camps that surround these spaces."
1077,"On a turn, a player has three cards that he places face-down in the A, B and D spaces on his card display."
1077,"All players reveal their A cards at the same time, then place them in one of the three slots at the top of their display; the image depicted on the top of this card shows the special power that the owner of this card has available."
1077,"Once a player has filled all three slots on her display, future cards placed with the A action cover an existing card."
1077,"After revealing the cards in their B slots simultaneously, the players collect the goods depicted in the lower-left corner of their individual card."
1077,"Each player in turn then places one of his scientists on a camp, first paying two resources of the type matching that camp."
1077,"(If all of a player's scientists are on the board, she moves one of these scientists.)"
1077,"If the player now has a scientist on each camp surrounding an animal space, she takes that animal tile, scoring points for it as noted on the board (4, 3 or 2 points)."
1077,"Finally, the card in the D slot increases the value of one animal."
1077,You (and only you!)
1077,immediately score one point per animal of the type you moved up on the scale.
1077,If you don't have an animal of that type you don't get any points.
1077,"Each animal has a points threshold so that if you move an animal up, say, four times, each animal of this type is worth an extra point at the end of the game."
1077,The scale goes up to five so that every animal can be worth up five points at the end of the game.
1077,"When the sum of these values for all five animals equals seven, nine or eleven (based on the number of players), the game ends at the conclusion of the round."
1077,Players then tally their final scores to see who wins.
1078,"In Encore!, first published as Noch mal!, the dice determine which color and how many spaces you can mark off on your playing sheet — but the starting player may first evaluate what everyone's doing, then remove two dice, leaving everyone else to make their choices with the dice that remain..."
1079,"In Bullet♥︎, players take on the role of heroines in a far-flung future Earth and use their incredible powers to defend the Earth from evil — as well as from one another!"
1079,"Each heroine's powers manifest in a different form, with players controlling sound, paper, technology, gravity, triangles, and more!"
1079,Turns are simultaneous.
1079,"Place bullets in your sight, with the color of bullet determining the column and the number how far down in that column it is placed."
1079,Use actions to manipulate bullets to form configurations matching your patterns.
1079,Using a pattern removes bullets from your sight and sends them to the opponent.
1079,"When placing bullets, you skip over existing bullets in the column you place it in, with the bullet hitting you if it is placed off your sight."
1079,"At the end of the turn, you'll gain even more bullets from the center bag as well as what the opponent sent, ensuring each new turn is more hectic than the last!"
1079,"Choosing what order to place bullets, use actions, and use patterns in is key to staying alive as long as possible!"
1079,Playing with the optional timer makes for even more intense play!
1079,"Bullet♥︎ includes eight heroines to play and four game modes:

Battle Royale Mode: 2–4 players can duel in a free-for-all puzzle battle that plays in real-time!"
1079,"Boss Battle Mode: 1–4 players can combine forces to survive against a single boss; the game includes eight bosses, one corresponding to each heroine."
1079,Score Attack Mode: A lone player can play for a high score against increasingly difficult odds.
1079,Team Battle Mode: Two teams of two players battle it out!
1079,The last team standing wins.
1079,—description from the publisher
1080,You're living the dream.
1080,You're in a band and they’re about to go on tour.
1080,"It's your job to schedule the band's stops over your 100-day tour, visiting as many states as possible."
1080,"Each turn in On Tour, two ten-sided dice are rolled to make two two-digit numbers."
1080,"For example, a roll of 3 and 7 creates the numbers 37 and 73."
1080,All players write each of those numbers in a state on their map.
1080,The regions they can write in are restricted by three cards turned up in the middle of the table.
1080,"At the end of the game, each player draws a route on their map, starting with a low number and visiting adjacent states with higher and higher numbers."
1080,Players get a point for every state they visit.
1080,"There are also some bonus points available, a way to get wilds, and a variable set-up step that makes every game different."
1080,Note: The second edition supports 8 players out of the box and the map boards are double sided featuring the US map on one side (the one from the first edition) and a map of Europe of the other side.
1080,—description from the publisher
1081,"Manoeuvre is a fast-playing game of battlefield command, set in the early 19th century."
1081,"Multiple geomorphic game maps provide the chessboard-sized battlefields over which eight different armies of the period (France, Britain, Russia, Spain, Austria, Turkey, Prussia, and the US) clash."
1081,Each country has 8 units and a deck of cards specific to the country.
1081,move and fight in one-on-one battles.
1081,"As the commanding General of a nation's army, you have at your command units and a 60-card national deck which represents your army's specific troops and unique strengths."
1081,Your job is to utilize those assets and manoeuvre your forces to achieve battlefield supremacy.
1082,This is the 4th game in the Alea medium box series.
1082,"It is the second game by Viennese designer Andreas Pelikan, where ""players will have constantly changing roles from the druid Drax to the assistant Gemalher."
1082,"Players who come after you in turn will always have the better cards!"""
1082,A simultaneous-selection (but then sequential play) card game.
1082,Players select 5 of their 12 role cards to play per set.
1082,Then they reveal them in sequence.
1082,"Each role has a main full action and a less valuable ""favor"" action."
1082,If you are the first player with that role you announce that you are that character.
1082,"If you follow after but choose that same role card you can take the favor action instead, or declare that you are that character in hopes that you can command the full action."
1082,"You risk having it taken from you by a later player, though."
1082,The different roles help players collect different ingredients and money to make potions listed on the cauldron cards.
1082,"When everyone's five role cards have been played and actions taken, another five cards are chosen for the next set and the process repeats as before."
1082,"Ages 9 and up, a 2 on the Alea scale."
1082,"Witch's Brew: The 6th Player & The Amulets & The Magical Abilities, contained in the Treasure Chest, adds 3 expansions: The 1st expansion adds cards for a 6th player, as well as raven tokens to signal the game's end."
1082,The 2nd expansion adds amulets to increase the excitement in 3-player games.
1082,The 3rd expansion adds 17 magical ability cards to make certain roles particularly attractive.
1083,"With the invention of Jump Drive, the race for the galaxy begins!"
1083,Develop new technologies and settle worlds to build a space empire.
1083,Find winning card combinations!
1083,Jump Drive is a fast-paced card game that introduces players to the Race for the Galaxy universe.
1083,Can you build the most prosperous galactic civilization?
1083,Jump Drive is a standalone game and offers simpler rules and a shorter game than its older sister Race for the Galaxy.
1083,—description from the publisher
1084,"Each turn in Vikings Gone Wild — a deck-building, resource management game based on the online real-time strategy game — players can either buy permanent buildings sitting in front of them (resource factories, resources containers, etc) or buy units, towers and special cards that improve their deck and offense/defense capacity."
1084,"The only way to win is by successfully attacking each other, and each attack involves interesting bluffing mechanisms in which the attacker doesn't know the defense capacity of their opponent..."
1085,"In Khôra: Rise of an Empire, each player is the head of a blossoming city-state in Ancient Greece."
1085,"On your turn, you must take 2 of the following 7 Actions: Philosophy, Legislation, Culture, Trade, Military, Politics, or Development."
1085,"Choose Actions that align with your strategy, but which also work with your dice roll."
1085,"You will need to adapt your strategy constantly and strengthen your Actions by moving your markers up on your Economy, Culture, and Military Tracks."
1085,"Move up on the Taxes Track to collect highly sought-after Drachmas, the Troop Track to Explore and gather Knowledge tokens, and the Glory Track to capitalize on your Knowledge."
1085,"Unlock Achievements and, above all, make sure you have the most points at the end of the 9th Round to be crowned with the laurels of victory!"
1085,—description from the publisher
1086,The Kingdom is in grave danger.
1086,Powerful enemies are conspiring to resurrect the vile and powerful Unhallowed that your party has just slain.
1086,"Now you, the mighty adventurers of the land, must visit these summoning locations and defeat the hordes of creatures behind this evil plot."
1086,"It falls to four mighty adventurers, each of whom has a unique set of skills, to band together once more to vanquish this evil before the Unhallowed consume the world in darkness."
1086,"In Set a Watch, a cooperative game for 1-4 players, you must clear out nine locations to stop the acolytes from breaking the seals holding back the evil Unhallowed."
1086,Every round you will visit a new location and pick an adventurer to rest and take camp actions.
1086,The rest of the party will take watch and battle a line of monsters trying to make their way into camp using your dice and unique character abilities.
1086,Manipulating the creature line is essential to solving each round’s combat puzzle.
1086,It is a battle to stay alive and keep the campfire burning!
1086,Use your wits and skill to fight for the light…or all will perish in the darkness.
1087,All Hands on Deck!
1087,There's adventure to be had on the high seas when a group of press-ganged pirates becomes embroiled in the plots and plunder of the Shackles—an infamous island chain dominated by pirate warlords.
1087,"But as these new swashbucklers make names for themselves, rival scalawags, enemy navies, legendary sea monsters, and the infamous Hurricane King himself seek to see them walk the plank."
1087,Who will survive when there's loot on the line?
1087,Launch a campaign to control the Shackles with the Pathfinder Adventure Card Game: Skull & Shackles Base Set.
